trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate
121,0,121,0,5,319.3278741,319.3278741,0.0249164,[0.07777777777777778],[0.4064814814814815],[1],[0],[0],[1.4970317999832332],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
122,0,122,0,10,320.8688325,320.8688325,0.03371,[0.12222222222222222],[0.4101851851851852],[1],[0],[0],[1.1901573999784887],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
123,0,123,0,5,322.0859889,322.0859889,0.0226586,[0.3685185185185185],[-0.002777777777777778],[1],[0],[0],[3.776168700074777],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
124,0,124,0,10,325.909575,325.909575,0.0358536,[0.07407407407407407],[0.2351851851851852],[1],[0],[0],[1.9536926997825503],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
125,0,125,0,10,327.9117413,327.9117413,0.0401336,[-0.03888888888888889],[-0.31851851851851853],[1],[0],[0],[2.328609799966216],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
126,0,126,0,5,330.2517927,330.2517927,0.0168794,[0.4361111111111111],[-0.3509259259259259],[1],[0],[0],[2.9530164999887347],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
127,0,127,0,10,333.2603008,333.2603008,0.0426102,[-0.425],[0.05555555555555555],[1],[0],[0],[3.291613799985498],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
128,0,128,0,10,336.5923342,336.5923342,0.0323971,[-0.2037037037037037],[0.44166666666666665],[1],[0],[0],[3.069102399982512],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
129,0,129,0,5,339.6849955,339.6849955,0.0222219,[0.3972222222222222],[0.04537037037037037],[1],[0],[0],[1.6165966000407934],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
130,0,130,0,10,341.3642374,341.3642374,0.0447503,[0.2],[0.4564814814814815],[1],[0],[0],[1.4936653999611735],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
131,0,131,0,5,342.875498,342.875498,0.0212847,[-0.2537037037037037],[-0.32407407407407407],[1],[0],[0],[1.867678500013426],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
132,0,132,0,5,344.7742395,344.7742395,0.0240436,[-0.3962962962962963],[0.44814814814814813],[1],[0],[0],[1.9467561000492424],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
133,0,133,0,10,346.7689837,346.7689837,0.0377846,[-0.32222222222222224],[0.3194444444444444],[1],[0],[0],[2.5164336001034826],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
134,0,134,0,10,349.3111298,349.3111298,0.0238081,[-0.3907407407407407],[0.44166666666666665],[1],[0],[0],[15.062701299786568],[],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
135,0,135,0,5,364.4036193,364.4036193,0.024012,[-0.06111111111111111],[0.2851851851851852],[1],[0],[0],[2.0629370000679046],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
136,0,136,0,10,366.5307283,366.5307283,0.0478574,[0.40185185185185185],[-0.16203703703703703],[1],[0],[0],[3.851229199906811],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
137,0,137,0,10,370.4162797,370.4162797,0.0336707,[0.3],[0.5],[1],[0],[0],[3.9491924000903964],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
138,0,138,0,10,374.4046129,374.4046129,0.0331344,[0.05092592592592592],[-0.3101851851851852],[1],[0],[0],[4.215358399786055],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
139,0,139,0,10,378.6579836,378.6579836,0.0308982,[-0.2518518518518518],[-0.18333333333333332],[1],[0],[0],[2.7048474999610335],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
140,0,140,0,10,381.4048336,381.4048336,0.0341111,[-0.3425925925925926],[0.4703703703703704],[1],[0],[0],[3.117900300072506],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
141,0,141,0,10,384.5782345,384.5782345,0.0419868,[0.2722222222222222],[-0.3037037037037037],[1],[0],[0],[6.9154855001252145],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
142,0,142,0,10,391.5265588,391.5265588,0.0335647,[-0.40185185185185185],[-0.1787037037037037],[1],[0],[0],[3.051235100021586],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
143,0,143,0,5,394.6007768,394.6007768,0.0216022,[-0.4842592592592593],[0.1],[1],[0],[0],[2.298463499872014],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
144,0,144,0,5,396.9320542,396.9320542,0.0244789,[-0.2796296296296296],[0.19722222222222222],[1],[0],[0],[1.582050000084564],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
145,0,145,0,10,398.5737039,398.5737039,0.0428479,[0.11574074074074074],[-0.41203703703703703],[1],[0],[0],[2.127573800040409],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
146,0,146,0,10,400.7325675,400.7325675,0.0306734,[-0.47685185185185186],[0.49074074074074076],[1],[0],[0],[2.321979299886152],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
147,0,147,0,10,403.0947253,403.0947253,0.0329717,[-0.14814814814814814],[-0.11018518518518519],[1],[0],[0],[3.0687985999975353],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
148,0,148,0,10,406.2046567,406.2046567,0.0364158,[0.40185185185185185],[0.05462962962962963],[1],[0],[0],[2.018536099931225],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
149,0,149,0,5,408.2484495,408.2484495,0.0242661,[0.21944444444444444],[-0.0824074074074074],[1],[0],[0],[1.7143401999492198],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
150,0,150,0,5,409.9982277,409.9982277,0.0252037,[-0.46574074074074073],[-0.2324074074074074],[1],[0],[0],[3.009665099903941],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
151,0,151,0,10,413.0521673,413.0521673,0.0386891,[-0.29259259259259257],[-0.14722222222222223],[1],[0],[0],[4.392483399948105],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
152,0,152,0,5,417.4750652,417.4750652,0.0220871,[-0.45740740740740743],[0.08148148148148149],[1],[0],[0],[1.8650598998647183],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
153,0,153,0,5,419.3715476,419.3715476,0.0242327,[-0.45185185185185184],[-0.21574074074074073],[1],[0],[0],[1.8808228999841958],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
154,0,154,0,5,421.2766281,421.2766281,0.0206434,[0.06666666666666667],[-0.012962962962962963],[1],[0],[0],[5.05930249998346],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
155,0,155,0,10,426.3775252,426.3775252,0.0311032,[-0.4703703703703704],[0.4],[1],[0],[0],[2.1565805999562144],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
156,0,156,0,5,428.562162,428.562162,0.0247698,[0.34074074074074073],[-0.15925925925925927],[1],[0],[0],[2.3118203000631183],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
157,0,157,0,10,430.9234502,430.9234502,0.0376744,[-0.06296296296296296],[0.3861111111111111],[1],[0],[0],[3.878598100040108],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
158,0,158,0,10,434.8407804,434.8407804,0.0313991,[-0.4601851851851852],[0.2074074074074074],[1],[0],[0],[2.5376913000363857],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
159,0,159,0,5,437.4053094,437.4053094,0.0248289,[0.1527777777777778],[-0.39444444444444443],[1],[0],[0],[2.3626848000567406],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
160,0,160,0,10,439.8190276,439.8190276,0.0396192,[-0.44074074074074077],[-0.3824074074074074],[1],[0],[0],[1.9817954001482576],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
161,0,161,0,10,441.8392867,441.8392867,0.0339934,[-0.18055555555555555],[-0.125],[1],[0],[0],[2.60192560008727],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
162,0,162,0,10,444.4851394,444.4851394,0.0360496,[-0.16203703703703703],[0.225],[1],[0],[0],[2.8154672998934984],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
163,0,163,0,10,447.32991,447.32991,0.0254686,[-0.053703703703703705],[-0.18518518518518517],[1],[0],[0],[1.9326762999407947],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
164,0,164,0,10,449.2986011,449.2986011,0.0330314,[-0.15648148148148147],[-0.22962962962962963],[1],[0],[0],[1.5224415000993758],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
165,0,165,0,5,450.8494535,450.8494535,0.0212099,[-0.06666666666666667],[-0.2935185185185185],[1],[0],[0],[1.6327583999373019],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
166,0,166,0,5,452.5162416,452.5162416,0.024954,[-0.45185185185185184],[-0.16666666666666666],[1],[0],[0],[1.62863830011338],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
167,0,167,0,10,454.1982774,454.1982774,0.0417802,[-0.013888888888888888],[0.05925925925925926],[1],[0],[0],[2.8607270000502467],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
168,0,168,0,10,457.1065011,457.1065011,0.0362716,[-0.2222222222222222],[-0.24722222222222223],[1],[0],[0],[1.701967699918896],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
169,0,169,0,10,458.8391052,458.8391052,0.0327968,[-0.11851851851851852],[-0.23796296296296296],[1],[0],[0],[2.4204735001549125],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
170,0,170,0,10,461.3018604,461.3018604,0.0358845,[-0.37777777777777777],[-0.29444444444444445],[1],[0],[0],[2.0342085000593215],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
171,0,171,0,10,463.3823117,463.3823117,0.0359197,[-0.06666666666666667],[-0.009259259259259259],[1],[0],[0],[2.0354496999643743],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
172,0,172,0,10,465.4568336,465.4568336,0.0307953,[-0.14166666666666666],[-0.11574074074074074],[1],[0],[0],[1.9233416998758912],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
173,0,173,0,10,467.414674,467.414674,0.0272476,[-0.20555555555555555],[0.35462962962962963],[1],[0],[0],[4.1547417000401765],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
174,0,174,0,5,471.5962195,471.5962195,0.0259818,[-0.1287037037037037],[-0.43333333333333335],[1],[0],[0],[1.7459478999953717],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
175,0,175,0,10,473.3929846,473.3929846,0.0394225,[0.10185185185185185],[0.14074074074074075],[1],[0],[0],[3.676876600133255],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
176,0,176,0,10,477.1239404,477.1239404,0.0484727,[-0.06666666666666667],[-0.35648148148148145],[1],[0],[0],[2.5538720001932234],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
177,0,177,0,5,479.7046402,479.7046402,0.0232595,[-0.25925925925925924],[0.31574074074074077],[1],[0],[0],[1.831117699854076],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
178,0,178,0,10,481.5995274,481.5995274,0.0502808,[-0.45925925925925926],[-0.1814814814814815],[1],[0],[0],[1.9550477999728173],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
179,0,179,0,5,483.5811327,483.5811327,0.0248922,[0.49166666666666664],[-0.2722222222222222],[1],[0],[0],[4.439094499917701],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
180,0,180,0,10,488.0762405,488.0762405,0.0414527,[-0.001851851851851852],[0.2916666666666667],[1],[0],[0],[3.1598791999276727],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
181,0,181,0,10,491.2724632,491.2724632,0.0345322,[-0.3398148148148148],[0.11944444444444445],[1],[0],[0],[2.7678483999334276],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
182,0,182,0,5,494.0718817,494.0718817,0.0255564,[-0.18703703703703703],[-0.21851851851851853],[1],[0],[0],[1.8459473999682814],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
183,0,183,0,5,495.9465969,495.9465969,0.0243612,[-0.14444444444444443],[-0.30277777777777776],[1],[0],[0],[1.4141168999485672],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
184,0,184,0,10,497.3841671,497.3841671,0.0216641,[-0.1935185185185185],[0.2759259259259259],[1],[0],[0],[2.7857835998293012],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
185,0,185,0,10,500.2143314,500.2143314,0.0318375,[0.44537037037037036],[-0.4324074074074074],[1],[0],[0],[3.283253700006753],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
186,0,186,0,5,503.5202228,503.5202228,0.0173715,[0.16018518518518518],[-0.13333333333333333],[1],[0],[0],[1.8686226999852806],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
187,0,187,0,5,505.4211238,505.4211238,0.0227195,[-0.1648148148148148],[0.2777777777777778],[1],[0],[0],[2.3479855000041425],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
188,0,188,0,10,507.8098041,507.8098041,0.0362132,[0.05],[0.32222222222222224],[1],[0],[0],[3.730259200092405],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
189,0,189,0,10,511.5810728,511.5810728,0.0325592,[0.11481481481481481],[0.009259259259259259],[1],[0],[0],[3.3678572999779135],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
190,0,190,0,10,514.9907647,514.9907647,0.0364051,[0.4111111111111111],[0.2064814814814815],[1],[0],[0],[1.7848193999379873],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
191,0,191,0,10,516.8201325,516.8201325,0.0356565,[-0.025925925925925925],[0.1259259259259259],[1],[0],[0],[8.517991800094023],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
192,0,192,0,10,525.3768381,525.3768381,0.033183,[0.2916666666666667],[0.34444444444444444],[1],[0],[0],[2.1705509000457823],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
193,0,193,0,10,527.5872433,527.5872433,0.034038,[0.21851851851851853],[0.25277777777777777],[1],[0],[0],[1.9539214000105858],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
194,0,194,0,5,529.570858,529.570858,0.0264396,[0.3768518518518518],[0.23055555555555557],[1],[0],[0],[1.9612656999379396],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
195,0,195,0,5,531.5654777,531.5654777,0.0257126,[0.44814814814814813],[-0.2324074074074074],[1],[0],[0],[2.0455113002099097],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
196,0,196,0,5,533.6396881,533.6396881,0.022114,[-0.13703703703703704],[0.15092592592592594],[1],[0],[0],[1.9983791999984533],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
197,0,197,0,10,535.6864394,535.6864394,0.0365551,[-0.3731481481481482],[-0.44814814814814813],[1],[0],[0],[3.646920299855992],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
198,0,198,0,5,539.3452227,539.3452227,0.0138003,[-0.20462962962962963],[0.09537037037037037],[1],[0],[0],[1.8104407999198884],['target'],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
199,0,199,0,5,541.1891012,541.1891012,0.0227405,[-0.20462962962962963],[0.09537037037037037],[1],[0],[0],[0.718871199991554],[],2,1,2022-09-29_18h12.04.146,Tutorial_3,2022.2.4,60.20563837
